sdg0;32
sdg1;28
sdg2;44
sdg3;28
sdg4;15
sdg5;39
sdg6;33
sdg7;20
sdg8;19
sdg9;15
sdg10;26
sdg11;18
sdg12;18
sdg13;69
sdg14;36
sdg15;34
sdg16;10
